state;sport;2002/2003;2003/2004;2004/2005;2005/2006;2006/2007;2007/2008;2008/2009;2009/2010;2010/2011;2011/2012;2012/2013;2013/2014;2014/2015;2015/2016;2016/2017;2017/2018;2018/2019
FL;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FL;Judo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FL;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
GA;Adaptive Strength Training;;;;;;;;;;;;;;;0;0;0
GA;Football -- 11-Player;52;88;88;67;67;58;58;56;56;43;52;38;38;75;59;66;56
GA;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GA;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HI;Rock Climbing;;;;;;;;;;;;;;;0;0;0
HI;Tennis;945;960;943;1009;958;913;876;853;902;902;691;795;859;863;873;852;866
ID;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID;Gymnastics;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
ID;Mixed 6-Coed Volleyball;;;;;;;;0;0;0;0;0;0;0;0;0;0
ID;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID;Rugby;;;;;;;;;;;;;;;;;0
ID;Sailing;;;;;;;;;;;;;;;;;0
ID;Synchronized Swimming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IL;Basketball;18918;18986;17871;17718;17428;17804;18178;17584;17933;17767;17413;17560;17190;17015;16929;16399;16119
IL;Figure Skating;;;;;;;;;;;;;;0;0;0;0
IL;Rock Climbing;;;;;;;;;;;;;;0;0;0;0
IL;Track and Field -- Indoor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
IN;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Judo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Ultimate Frisbee;;;;;;;;;;;;;;;0;0;0
IN;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA;Cycling;;;;;;;;;;;;;;0;0;0;0
IA;Football -- 11-Player;60;60;61;20;20;3;104;84;194;88;30;32;32;87;39;93;35
IA;Martial Arts;;;;;;;;;;;;;;;0;0;0
IA;Weight Lifting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KS;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KS;Adaptive Corn Toss;;;;;;;;;;;;;;;0;0;0
KS;Baseball;0;37;0;0;0;21;0;0;0;0;37;26;9;8;21;11;9
KS;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;1550
KS;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KS;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KS;Wrestling;63;52;42;56;50;43;0;54;56;95;108;90;77;111;112;215;276
KY;Bowling;14;14;331;331;331;791;791;791;791;647;728;820;839;873;811;840;827
KY;Mixed 6-Coed Volleyball;;;;;;;;0;0;0;0;0;0;0;0;0;0
KY;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Rythmic Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Soccer;3930;3930;4675;4675;4864;4997;4997;4997;4997;5640;5551;5566;5539;6016;5938;5906;5847
KY;Track and Field -- Indoor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LA;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LA;Baseball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LA;Beach Volleyball;;;;;;;;;;;;;;;;0;0
LA;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;0
LA;Football -- 8-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LA;Football -- 9-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LA;Roller Hockey;;;;;;;;;;;;;;;0;0;0
ME;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
ME;Canoe Paddling;;;;;;;;;;;;;0;7;19;7;2
ME;Rock Climbing;;;;;;;;;;;;;;;0;0;3
MD;Adapted Track;;;;;;;;0;0;371;268;268;385;292;241;380;303
MD;Bocce - Outdoor;;;;;;;;;;;;;399;484;520;386;470
MD;Field Hockey;4042;3903;4097;3942;4049;4022;4070;3891;4072;4055;4135;3976;3909;3868;3883;3564;3856
MD;Figure Skating;;;;;;;;;;;;;;0;0;0;0
MD;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MD;Roller Hockey;;;;;;;;;;;;;;0;0;0;0
MD;Team Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MA;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
MA;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
MA;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MA;Beach Volleyball;;;;;;;;;;;;;;;;0;0
MA;Football -- 11-Player;25;28;32;15;12;20;21;18;16;23;16;26;26;55;54;85;79
MA;Wrestling;39;38;74;93;0;64;83;84;107;126;70;75;86;154;103;103;126
MI;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;16;12;18;21
MI;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MI;Ice Hockey;206;218;294;238;317;216;221;232;252;256;318;269;336;359;356;304;280
MI;Soccer;13608;13515;13675;13972;14171;13879;13670;13535;13649;13654;13588;13667;13389;13415;13301;13285;13276
MI;Softball -- Slow Pitch;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MI;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MN;Adapted Floor Hockey;162;165;128;323;138;282;130;135;157;183;168;165;170;170;171;174;185
MN;Adapted Softball;214;211;133;337;160;288;202;243;187;193;181;188;188;188;187;187;191
MN;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
MN;Adaptive Golf;;;;;;;;;;;;;;0;0;0;0
MN;Equestrian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MN;Fencing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MN;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MS;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MS;Archery;0;0;0;0;0;0;105;125;134;134;0;0;1000;1250;1300;1310;1310
MS;Dance Team, High Kick;;;;;;;;0;0;0;320;320;560;320;320;325;325
MS;Equestrian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MS;Golf;110;121;236;241;314;391;402;421;426;426;451;275;439;448;442;455;455
MS;Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MO;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MO;Adaptive Tennis;;;;;;;;;;;;;;;0;0;0
MO;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;0
MO;Football -- 9-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MO;Rugby;;;;;;;;;;;;;;;;;0
MO;Skiing -- Cross Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MT;Adaptive Strength Training;;;;;;;;;;;;;;0;0;0;0
MT;Softball -- Fast Pitch;1254;1085;1147;1015;1200;1190;1152;1189;1180;1117;1157;1107;1109;1215;1152;1176;1089
MT;Swimming & Diving;298;274;326;325;316;318;308;283;265;285;254;328;327;350;382;363;363
MT;Unified Flag Football;;;;;;;;;;;;;;;0;0;0
MT;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;0;0;0
NE;Football -- 6-player;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NE;Football -- 8-player;0;3;6;2;12;35;5;7;2;21;22;14;27;24;8;21;29
NE;Skiing -- Cross Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NE;Trap Shooting;;;;;;;;;;;;;;;0;0;0
NE;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NV;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NV;Cycling;;;;;;;;;;;;;;0;0;0;0
NV;Soccer;1792;1800;1940;1945;1975;2001;2041;2041;2331;2282;2339;2293;2442;2371;2278;2451;2567
NH;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NH;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
NH;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
NH;Golf;27;36;43;33;54;177;56;44;55;49;46;47;35;35;46;57;61
NH;Lacrosse;870;1302;1234;1353;1414;1301;1449;1567;1524;1468;1491;1558;1607;1641;1643;1678;1677
NJ;Adaptive Strength Training;;;;;;;;;;;;;;;0;0;0
NJ;Beach Volleyball;;;;;;;;;;;;;;;;0;0
NJ;Cross Country;3894;4225;4416;4507;4964;4757;5125;5095;4630;5062;5607;6075;5767;6008;6201;6097;5863
NJ;Dance;;;;;;;;;;;;;;;;;0
NJ;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
NJ;Figure Skating;;;;;;;;;;;;;;;0;0;0
NJ;Gymnastics;846;848;969;930;907;953;1002;1015;975;1000;1023;1219;1192;965;896;932;919
NJ;Skiing -- Cross Country;0;0;159;138;135;153;133;143;104;111;169;117;133;138;130;155;131
NM;Basketball;4560;4560;3468;3468;3528;3510;3981;3773;3773;3325;3749;3720;3695;3734;3644;3406;3478
NM;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
NY;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
NY;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NY;Beach Volleyball;;;;;;;;;;;;;;;;0;0
NY;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NY;Fencing;395;395;425;425;425;395;395;0;510;469;469;469;469;574;520;542;585
NY;Mixed 6-Coed Volleyball;;;;;;;;0;0;0;0;0;0;0;0;0;0
NY;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
NC;Adaptive Tennis;;;;;;;;;;;;;;0;0;0;0
NC;Figure Skating;;;;;;;;;;;;;;0;0;0;0
NC;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ND;Squash;;;;;;;;;;;;;;;0;0;0
OH;Adapted Soccer;0;0;0;0;0;135;167;0;179;119;89;80;53;53;53;47;47
OH;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
OH;Bass Fishing;;;;;;;;;;;;;;;;0;0
OH;Equestrian;27;15;34;36;19;19;36;22;23;20;18;14;6;6;6;8;26
OH;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OH;Volleyball;18324;19113;19454;19265;19163;19415;18672;18204;19002;18899;18899;18889;17960;17960;19275;17568;16754
OK;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OK;Adaptive Handball;;;;;;;;;;;;;;0;0;0;0
OK;Dance;;;;;;;;;;;;;;;;;0
OK;Football -- 9-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OK;Ice Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OK;Rock Climbing;;;;;;;;;;;;;;0;0;0;0
OK;Rythmic Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OK;Sand Volleyball;;;;;;;;;;;;;;0;0;0;0
OK;Tennis;861;872;880;875;888;906;906;762;912;770;1325;1287;1297;1489;1455;1322;1341
OR;Adaptive Corn Toss;;;;;;;;;;;;;;;0;0;0
OR;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OR;Mixed 6-Coed Volleyball;;;;;;;;0;0;0;0;0;0;0;0;0;0
OR;Rodeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OR;Softball -- Fast Pitch;4903;5274;5160;5046;4904;4980;4936;4236;4240;4125;4647;4604;4630;4772;4742;4568;4395
PA;Adaptive Handball;;;;;;;;;;;;;;;0;0;0
PA;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
PA;Roller Hockey;;;;;;;;;;;;;;;0;0;0
PA;Tennis;4560;4956;5004;5004;5148;5124;5124;5004;5064;4896;4860;4800;4824;4800;4740;4740;4620
RI;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
RI;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RI;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RI;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
RI;Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RI;Gymnastics;182;177;159;168;186;167;164;0;189;203;192;169;157;169;195;162;237
SC;Martial Arts;;;;;;;;;;;;;;;0;0;0
SC;Snowboarding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SC;Squash;;;;;;;;;;;;;;;0;0;0
SC;Weight Lifting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SD;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
SD;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
SD;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SD;Cycling;;;;;;;;;;;;;;0;0;0;0
SD;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SD;Fencing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SD;Swimming & Diving;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SD;Wrestling;0;0;7;38;24;6;12;3;3;10;26;15;31;73;39;35;36
TN;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
TN;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Rugby;;;;;;;;;;;;;;;;;0
TX;Adaptive Tennis;;;;;;;;;;;;;;0;0;0;0
TX;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
TX;Golf;7266;7366;7688;7513;7963;7543;7643;8103;7830;7959;7683;8577;8217;8269;8717;10060;9984
UT;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
UT;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
UT;Bass Fishing;;;;;;;;;;;;;;;;0;0
UT;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;45;48;48
VT;Flag Football;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VT;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VT;Tennis;428;369;449;415;367;356;312;294;352;297;301;281;286;286;207;141;207
VA;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
VA;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
VA;Flag Football;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VA;Softball -- Fast Pitch;7629;7548;7765;7930;7858;7918;7712;7826;7891;7605;7655;7478;7415;7535;7533;7285;7378
WA;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WA;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;4971
WA;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
WA;Football -- 8-player;0;0;2;2;2;10;2;0;0;0;0;0;0;0;0;0;5
WA;Golf;2259;2190;1925;2198;2310;2053;1962;2322;2327;2250;2217;2075;2134;2178;2342;2425;2235
WA;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WA;Synchronized Swimming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WV;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
WV;Adaptive Tennis;;;;;;;;;;;;;;;0;0;0
WV;Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WV;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WV;Lacrosse;87;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WV;Rodeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WV;Softball -- Slow Pitch;0;0;0;0;0;2461;0;0;2382;0;0;0;0;0;0;0;0
WI;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
WI;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
WI;Track and Field -- Indoor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Adaptive Handball;;;;;;;;;;;;;;0;0;0;0
WY;Basketball;1597;1620;1611;1573;1541;1548;1664;1477;1544;1603;1633;1592;1542;1604;1522;1614;1608
WY;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
WY;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;0
WY;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
WY;Equestrian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Track and Field -- Indoor;188;187;290;259;325;356;361;370;421;467;502;468;492;507;552;517;635
AL;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
CA;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CO;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
GA;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
GA;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
ID;DANCE;;;;;;;;0;0;0;0;0;0;0;0;839;
IN;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
KS;Competitive Spirit Squad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MD;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
MI;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MN;Competitive Spirit Squad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MT;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
MT;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NV;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
ND;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
OH;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RI;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
RI;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
SD;Competitive Spirit Squad;224;0;173;208;205;310;519;509;756;715;654;709;702;709;706;706;
UT;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
WV;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
WI;Competitive Spirit Squad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FL;None;;;;;;;;0;0;0;0;0;0;0;;;
NE;Outrigger Canoe Paddling LL;;;;;;;;;;0;0;0;0;;;;
DE;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
GA;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
ID;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
OH;Canoeing;0;0;9;0;0;0;0;0;0;;;;;;;;
VA;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
CO;Other 1:;0;0;0;0;0;0;0;;;;;;;;;;
DE;Other 1:;0;0;0;0;0;0;0;;;;;;;;;;
HI;Other 1:;105;107;0;366;125;458;458;;;;;;;;;;
ID;Other 1:;0;0;931;894;797;975;710;;;;;;;;;;
ID;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
OK;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
RI;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
TN;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
MI;Other 2:;0;0;0;0;0;0;;;;;;;;;;;
ID;Football -- 11-Player;2;0;7;0;31;6;9;8;9;3;6;0;0;18;11;36;18
ID;Rythmic Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID;Skiing -- Cross Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID;Trap Shooting;;;;;;;;;;;;;;;0;0;0
IL;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
IL;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
IL;Football -- 11-Player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IL;Team Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IL;Water Polo;1482;1738;1594;1655;1735;1775;1777;1947;1835;1821;1747;1719;1810;1961;1964;1892;1943
IN;Adaptive Handball;;;;;;;;;;;;;;;0;0;0
IN;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
IN;Football -- 8-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Lacrosse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
IN;Roller Hockey;;;;;;;;;;;;;;;0;0;0
IN;Rugby;;;;;;;;;;;;;;;;;0
IN;Squash;;;;;;;;;;;;;;;0;0;0
IA;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA;Adaptive Corn Toss;;;;;;;;;;;;;;;0;0;0
IA;Dance;;;;;;;;;;;;;;;;;0
IA;Field Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA;Football -- 9-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA;Sailing;;;;;;;;;;;;;;;;;0
IA;Softball -- Fast Pitch;8523;8395;8479;9532;9696;10374;9071;8961;8355;8275;8119;8201;7869;7948;7927;7465;7538
IA;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KS;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
KS;Adaptive Handball;;;;;;;;;;;;;;;0;0;0
KS;Martial Arts;;;;;;;;;;;;;;;0;0;0
KS;Softball -- Fast Pitch;4665;4988;4898;5141;4974;5028;4932;5021;4879;4796;5030;4992;5156;4938;4988;5035;5160
KS;Squash;;;;;;;;;;;;;;;0;0;0
KY;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
KY;Adaptive Corn Toss;;;;;;;;;;;;;;0;0;0;0
KY;Cycling;;;;;;;;;;;;;;0;0;0;0
KY;Dance;;;;;;;;;;;;;;;;;1374
KY;Fencing;0;0;22;22;22;95;95;0;0;0;0;0;0;0;0;0;0
KY;Football -- 8-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Football -- 9-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
KY;Martial Arts;;;;;;;;;;;;;;0;0;0;0
KY;Unified Basketball;;;;;;;;;;;;;;;;;0
KY;Unified Flag Football;;;;;;;;;;;;;;;0;0;0
LA;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
LA;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
LA;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
LA;Drill Team;;;;;;;;0;0;0;0;0;0;5303;5308;5308;5308
LA;Ice Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LA;Mixed 6-Coed Volleyball;;;;;;;;0;0;0;0;0;0;0;0;0;0
ME;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
ME;Football -- 11-Player;9;11;12;9;7;8;5;5;7;6;10;11;11;25;26;7;6
ME;Golf;68;63;68;87;89;85;81;108;113;96;129;101;121;126;130;115;132
ME;Tennis;1223;1238;1215;1584;0;0;0;0;0;0;0;0;0;0;0;0;0
MD;Adapted Softball;0;0;0;0;0;0;0;0;0;312;299;321;349;290;168;122;246
MD;Basketball;4469;4528;4678;4540;4722;4758;4624;4707;4674;4665;4690;4665;4726;4435;4337;4368;4163
MD;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MD;Riflery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MD;Softball -- Slow Pitch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MD;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MA;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
MA;Cycling;;;;;;;;;;;;;;0;0;0;0
MA;Fencing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MA;Roller Hockey;;;;;;;;;;;;;;0;0;0;0
MI;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
MI;Adaptive Tennis;;;;;;;;;;;;;;0;0;0;0
MI;Dance/Drill;;;;;;;;262;298;186;224;337;271;187;121;133;0
MI;Gymnastics;1108;989;860;872;781;619;765;656;633;702;675;600;618;638;636;702;694
MI;Native Youth Olympics;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0
MI;Team Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MN;Adapted Soccer;192;179;161;341;160;321;144;164;127;160;173;127;127;127;130;135;137
MN;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
MN;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;0
MN;Football -- 9-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MN;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
MN;Soccer;7458;7827;7933;7900;7872;8878;8273;8297;8117;8090;8346;7835;7953;8116;8313;8322;8371
MN;Volleyball;15303;15447;15529;14213;14069;15552;15552;14271;14910;14805;15124;16102;16242;16222;16379;16458;16398
MS;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
MS;Bass Fishing;;;;;;;;;;;;;;;;0;0
MS;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
