state;sport;2002/2003;2003/2004;2004/2005;2005/2006;2006/2007;2007/2008;2008/2009;2009/2010;2010/2011;2011/2012;2012/2013;2013/2014;2014/2015;2015/2016;2016/2017;2017/2018;2018/2019
WI;Figure Skating;;;;;;;;;;;;;;;0;0;0
WI;Softball -- Slow Pitch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Team Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Volleyball;16183;16189;16199;16035;15997;16015;15899;15746;15751;15328;15481;15191;15141;15046;14959;14801;14600
WI;Wrestling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
WY;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Dance;;;;;;;;;;;;;;;;;0
WY;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
WY;Softball -- Slow Pitch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AZ;Competitive Spirit Squad;3661;3539;3253;3490;3626;3626;3626;5843;5648;5965;6497;6480;5879;5938;5983;5877;
AZ;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
AZ;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
CA;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
DC;Competitive Spirit Squad;275;269;225;215;133;133;133;133;133;133;133;120;211;135;115;336;
LA;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
ME;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
MI;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
MS;DANCE;;;;;;;;0;0;0;1375;1400;1400;1400;1400;1450;
MT;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
NH;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
RI;Competitive Spirit Squad;618;619;0;0;0;509;508;559;566;532;583;508;449;392;356;229;
TN;Competitive Spirit Squad;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MI;None;;;;;;;;0;0;0;0;0;0;0;;;
MS;None;;;;;;;;0;0;0;0;0;0;0;;;
MO;None;;;;;;;;0;0;0;0;0;0;0;;;
IL;Outrigger Canoe Paddling LL;;;;;;;;;;0;0;0;;;;;
NH;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
TN;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
TX;Canoeing;0;0;0;0;0;0;0;0;0;;;;;;;;
AK;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
AZ;Other 1:;0;0;0;0;0;0;0;;;;;;;;;;
AZ;Other 2:;0;0;0;0;0;0;0;;;;;;;;;;
GA;Other 1:;0;74;74;89;89;60;60;;;;;;;;;;
KS;Other 1:;0;0;0;0;0;0;0;;;;;;;;;;
NY;Other 1:;0;0;996;996;996;0;0;;;;;;;;;;
NC;Other 1:;0;0;0;0;0;0;0;;;;;;;;;;
PA;Other 1:;0;0;0;0;0;0;0;;;;;;;;;;
ID;Judo;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IL;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0
IL;Cycling;;;;;;;;;;;;;;0;0;0;0
IL;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IL;Ice Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IL;Lacrosse;0;0;0;0;0;0;0;0;456;580;405;405;358;1749;1811;3029;2950
IL;Squash;;;;;;;;;;;;;;0;0;0;0
IL;Surfing;;;;;;;;0;0;0;0;0;0;0;0;0;0
IL;Weight Lifting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
IN;Sailing;;;;;;;;;;;;;;;;;0
IN;Softball -- Fast Pitch;8750;9529;10070;9306;9763;9252;8918;8967;8951;8549;8501;8494;8501;8408;7923;7923;7939
IA;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
IA;Archery;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0
IA;Basketball;8981;8846;8934;9216;9375;10031;8952;8566;8407;8400;8272;8026;7747;7205;7576;7414;7285
IA;Fencing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA;Figure Skating;;;;;;;;;;;;;;;0;0;0
IA;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KS;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KS;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
KS;Golf;1029;1038;991;905;1062;994;1012;1239;1261;1110;1031;1039;1078;1280;1122;1145;1171
KS;Sailing;;;;;;;;;;;;;;;;;0
KY;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Adaptive Handball;;;;;;;;;;;;;;0;0;0;0
KY;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
KY;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Flag Football;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KY;Judo;0;0;15;15;15;3;3;3;3;0;0;0;0;0;0;0;0
KY;Riflery;38;38;87;87;87;177;177;177;177;0;0;0;0;0;0;0;0
KY;Rugby;;;;;;;;;;;;;;;;;0
LA;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
LA;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LA;Adaptive Corn Toss;;;;;;;;;;;;;;;0;0;0
LA;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
LA;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
LA;Sailing;;;;;;;;;;;;;;;;;0
ME;Adapted Basketball;;;;;;;;0;0;0;0;0;0;0;0;0;0
ME;Adaptive Handball;;;;;;;;;;;;;;;0;0;0
ME;Baseball;2;58;30;9;6;2;2;7;27;3;4;26;34;22;3;11;1
ME;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MD;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
MD;Adaptive Handball;;;;;;;;;;;;;;53;0;48;49
MD;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
MD;Lacrosse;4003;3043;3432;4212;4320;4535;4905;5151;5264;5206;5497;5137;4850;4866;5291;5472;5591
MD;Mixed 6-Coed Volleyball;;;;;;;;0;0;0;0;0;0;0;0;0;0
MD;Rodeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MD;Sand Volleyball;;;;;;;;;;;;;;0;0;0;0
MD;Snowboarding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MA;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
MA;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MA;Competitive Spirit* (Boys who cheer/Girls who cheer);;;;;;;;;;;;;;;;;0
MA;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MA;Squash;;;;;;;;;;;;;;0;0;0;0
MA;Surfing;;;;;;;;0;0;0;0;0;0;0;0;0;0
MI;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MI;Adaptive Handball;;;;;;;;;;;;;;0;0;0;0
MI;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
MI;Sand Volleyball;;;;;;;;;;;;;;0;0;0;0
MI;Unified Flag Football;;;;;;;;;;;;;;;;0;0
MN;Badminton;593;0;593;618;571;792;642;540;593;654;642;535;535;535;603;628;621
MN;Cross Country;4436;4501;4573;4444;4451;5264;4407;5052;4952;8137;8179;8688;8870;9065;9130;9219;9201
MN;Flag Football;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MN;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MN;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
MN;Sailing;;;;;;;;;;;;;;;;;0
MN;Skiing -- Cross Country;2199;2234;2207;1805;1660;1884;1693;1905;2084;2246;2287;2403;2424;2431;2484;2468;2474
MN;Snowboarding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MN;Swimming & Diving;6866;7118;7012;5467;5416;5869;5146;5207;5176;5404;5516;5749;5757;5813;5799;5788;5795
MN;Weight Lifting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MS;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MS;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MS;Basketball;6025;6204;6307;6318;6841;6941;6941;6926;6938;6938;8541;8450;8425;8460;8410;8420;8420
MS;Bowling;0;0;521;531;311;352;359;341;350;350;386;520;450;475;550;555;555
MS;Roller Hockey;;;;;;;;;;;;;;0;0;0;0
MS;Rythmic Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MS;Team Tennis;0;0;0;0;0;0;0;0;0;0;1831;1891;1900;1901;1865;2276;2276
AL;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Heptathlon;36;50;52;39;39;44;39;51;61;51;52;61;41;66;66;66;66
AK;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AK;Lacrosse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AK;Riflery;85;72;73;99;70;95;103;96;97;93;100;129;1231;125;106;118;56
AK;Rock Climbing;;;;;;;;;;;;;;;0;0;0
AK;Sailing;;;;;;;;;;;;;;;;;0
AK;Swimming & Diving;495;484;486;494;489;514;561;496;508;502;502;506;471;450;426;457;466
AK;Wrestling;68;85;72;120;109;118;145;138;158;169;178;165;194;200;271;337;347
AZ;Adaptive Tennis;;;;;;;;;;;;;;;0;0;0
AZ;Equestrian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AZ;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
AZ;Skiing -- Alpine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AZ;Tennis;2212;2190;2373;2468;2492;2550;2550;2857;2392;2515;2772;2731;2665;2675;2719;2569;2672
AZ;Volleyball;6549;6483;6770;7134;7022;2156;2156;8128;7276;7486;8115;8056;7907;8071;7926;8158;8159
AR;Cross Country;537;468;671;823;681;969;1162;974;1036;956;886;1194;1234;1335;1321;1530;1506
AR;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
AR;Flag Football;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR;Rugby;;;;;;;;;;;;;;;;;0
AR;Team Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR;Track and Field -- Indoor;307;390;375;527;310;521;641;575;631;554;654;795;621;1052;890;789;808
AR;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;0;0;54
AR;Wrestling;0;0;0;0;0;0;0;0;0;0;0;64;28;27;54;51;54
CA;Flag Football;0;0;0;0;0;0;0;0;0;0;221;488;402;853;993;556;660
CA;Heptathlon;11;11;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
CA;Unified Flag Football;;;;;;;;;;;;;;;0;0;0
CO;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CO;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
CO;Bass Fishing;;;;;;;;;;;;;;;;0;0
CO;Cycling;;;;;;;;;;;;;;0;0;0;0
CO;Dance;;;;;;;;;;;;;;;;;0
CO;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
CO;Track and Field -- Outdoor;6703;6103;6516;6536;6337;6287;6529;6708;6672;6697;7094;7375;7334;7667;7574;7550;7621
CO;Ultimate Frisbee;;;;;;;;;;;;;;;0;0;0
CT;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CT;Wrestling;72;63;62;79;73;84;67;74;63;67;82;82;87;75;80;98;131
DC;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Adaptive Strength Training;;;;;;;;;;;;;;0;0;0;0
DC;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Canoe Paddling;;;;;;;;;;;;;10;4;4;0;6
DC;Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DC;Ice Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;89
DC;Track and Field -- Indoor;96;145;264;225;73;73;73;73;73;73;73;287;312;276;270;425;392
DC;Trap Shooting;;;;;;;;;;;;;;0;0;0;0
DE;Adaptive Handball;;;;;;;;;;;;;;0;0;0;0
DE;Bass Fishing;;;;;;;;;;;;;;;;0;0
DE;Canoe Paddling;;;;;;;;;;;;;0;0;0;0;0
DE;Crew;39;47;48;75;81;65;82;81;68;68;65;65;104;140;121;129;137
DE;Cycling;;;;;;;;;;;;;;0;0;0;0
DE;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
DE;Rythmic Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DE;Softball -- Slow Pitch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FL;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FL;Cross Country;5344;5576;5574;5766;6104;5960;6158;6596;6533;6584;6795;7237;7280;7729;8258;7704;7563
FL;Soccer;12234;12513;12927;11894;13562;13418;13920;13991;14410;14842;13664;15400;15066;15902;17392;17360;17595
FL;Surfing;;;;;;;;0;0;0;0;0;0;0;0;0;0
FL;Team Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HI;Bowling;478;472;507;536;527;552;516;532;504;504;480;405;419;470;463;437;413
HI;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HI;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
HI;Golf;178;162;196;185;175;202;214;200;184;184;183;215;223;226;255;262;270
HI;Martial Arts;;;;;;;;;;;;;;;0;0;0
ID;Adaptive Strength Training;;;;;;;;;;;;;;;0;0;0
ID;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MO;Adaptive Corn Toss;;;;;;;;;;;;;;;0;0;0
MO;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MT;Adapted Football;;;;;;;;;;;;;;;;;0
MT;Adapted Volleyball;;;;;;;;;;;;;;0;0;0;0
MT;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
MT;Team Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NE;Adaptive Strength Training;;;;;;;;;;;;;;;0;0;0
NE;Bass Fishing;;;;;;;;;;;;;;;;0;0
NE;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
NE;Lacrosse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NE;Synchronized Swimming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NE;Ultimate Frisbee;;;;;;;;;;;;;;;0;0;0
NE;Wrestling;13;30;31;40;47;47;45;50;64;59;128;89;130;144;131;125;168
NV;Adapted Soccer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NV;Adaptive Corn Toss;;;;;;;;;;;;;;0;0;0;0
NV;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NV;Golf;513;515;506;501;448;444;473;473;452;457;419;431;375;372;359;399;459
NV;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NH;Adapted Basketball;;;;;;;;0;0;0;0;253;284;344;393;390;481
NH;Adaptive Golf;;;;;;;;;;;;;;;0;0;0
NH;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
NH;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
NH;Football -- 11-Player;13;6;27;14;10;9;5;8;8;9;8;7;13;16;13;15;22
NH;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NH;Rodeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NH;Rugby;;;;;;;;;;;;;;;;;0
NH;Skiing -- Cross Country;269;293;309;320;401;316;282;293;333;289;286;278;264;320;255;302;296
NH;Ultimate Frisbee;;;;;;;;;;;;;;;0;0;0
NJ;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NJ;Air Riflery;;;;;;;;0;0;0;0;0;0;0;0;0;0
NJ;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NJ;Flag Football;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NJ;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
NM;Crew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NM;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
NM;Flag Football;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NM;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NM;Football -- 8-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
NM;Heptathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NM;Synchronized Swimming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NM;Unified Flag Football;;;;;;;;;;;;;;;0;0;0
NY;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
NY;Golf;948;948;1211;1211;1211;1449;1449;1649;1645;1811;1811;1811;1811;1978;1742;2317;2457
NY;Ice Hockey;0;0;0;0;0;250;250;250;440;439;439;439;439;528;474;532;564
NY;Squash;;;;;;;;;;;;;;0;0;0;0
NC;Adapted Softball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC;Basketball;9451;8493;8032;7971;8116;8380;8119;8215;8157;8568;8652;8696;8117;8182;8022;7913;7649
NC;Dance Team, Jazz;;;;;;;;0;0;0;0;0;0;0;0;0;0
NC;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
NC;Football -- 11-Player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC;Skiing -- Alpine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC;Surfing;;;;;;;;0;0;0;0;0;0;0;0;0;0
NC;Swimming & Diving;3726;3806;3936;4281;4444;4377;4644;4644;4474;4552;4657;4782;4499;4754;5000;5062;5087
NC;Tennis;3521;3647;3788;4037;4150;4377;4384;4374;4480;4467;4779;4793;4094;4223;4289;4316;4251
NC;Ultimate Frisbee;;;;;;;;;;;;;;0;0;0;0
ND;Beach Volleyball;;;;;;;;;;;;;;;;0;0
ND;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ND;Judo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ND;Rock Climbing;;;;;;;;;;;;;;;0;0;0
ND;Trap Shooting;;;;;;;;;;;;;;;0;0;0
OH;Adapted Football;;;;;;;;;;;;;;;;;0
OH;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
OH;Basketball;17874;18111;18338;18273;18653;19539;17806;17342;18247;17596;17379;17298;16118;16118;15446;15045;14878
OH;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
OH;Martial Arts;;;;;;;;;;;;;;0;0;0;0
OH;Riflery;0;4;4;4;5;0;6;15;28;32;21;18;18;18;18;4;9
OH;Sand Volleyball;;;;;;;;;;;;;;0;0;0;0
OH;Synchronized Swimming;0;0;0;22;64;43;115;51;81;98;98;99;89;89;89;89;0
OK;Adaptive Golf;;;;;;;;;;;;;;0;0;0;0
OK;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OK;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
OK;Unified Track and Field -- Outdoor;;;;;;;;;;;;;;;;0;0
OR;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
OR;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OR;Gymnastics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA;Adapted Track;;;;;;;;0;0;0;0;0;0;0;0;0;0
PA;Archery;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA;Baseball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA;Flag Football;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA;Judo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA;Riflery;280;320;350;370;380;390;410;410;400;440;440;470;490;480;410;410;400
PA;Soft Tennis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RI;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RI;Martial Arts;;;;;;;;;;;;;;;0;0;0
RI;Squash;;;;;;;;;;;;;;;0;0;0
RI;Surfing;;;;;;;;0;0;0;0;0;0;0;0;0;0
RI;Wrestling;10;15;15;15;15;9;10;10;20;13;20;8;18;18;22;20;32
SC;Basketball;5110;4985;5049;4948;5002;4854;4962;5102;4859;4837;4821;4797;4724;4974;4809;4606;4517
SC;Bocce - Outdoor;;;;;;;;;;;;;;0;0;0;0
SC;Dance/Drill;;;;;;;;0;0;0;0;0;0;0;0;0;0
SC;Unified Flag Football;;;;;;;;;;;;;;;;0;0
SD;Adapted Floor Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SD;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SD;Unified Basketball;;;;;;;;;;;;;;;;;0
SD;Water Polo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Adapted Bocce - Indoor;;;;;;;;;;;;;;0;0;0;0
TN;Bass Fishing;;;;;;;;;;;;;;;;0;0
TN;Cycling;;;;;;;;;;;;;;0;0;0;0
TN;Football -- 6-player;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Rodeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Softball -- Slow Pitch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TN;Track and Field -- Outdoor;4980;5337;5287;5700;5729;2915;5682;5523;5677;5677;5542;5884;6015;5836;5879;5916;5968
TX;Badminton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TX;Basketball;69386;69824;70232;69122;70753;71235;71218;70442;70442;69873;69304;68564;68003;68013;67400;53900;43264
TX;Dance;;;;;;;;;;;;;;;;;0
TX;Football -- 6-player;22;26;29;26;1;1;0;0;0;0;0;0;0;0;0;0;0
TX;Martial Arts;;;;;;;;;;;;;;0;0;0;0
TX;Soccer;16700;17444;18506;18397;19823;21954;22106;22123;22123;30989;30470;28909;30015;30175;30583;32589;34591
UT;Adaptive Corn Toss;;;;;;;;;;;;;;;0;0;0
UT;Native Youth Olympics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UT;Ultimate Frisbee;;;;;;;;;;;;;;;0;0;0
VT;Adapted Basketball;;;;;;;;0;0;0;0;3;14;14;35;66;35
VT;Gymnastics;110;114;121;129;123;98;135;124;120;86;80;82;28;28;75;17;26
VA;Basketball;7842;7804;7896;7888;7821;7927;7951;7876;7775;7580;7571;7784;7569;7730;7517;7496;7278
VA;Crew;963;868;973;925;952;1026;976;911;1019;909;921;950;912;1052;1050;986;988
VA;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
VA;Mt. Biking;;;;;;;;0;0;0;0;0;0;0;0;0;0
VA;Skiing -- Alpine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VA;Volleyball;6717;6241;7015;7101;6995;7388;7370;7675;7719;7750;7692;7885;7849;8033;8154;8115;8097
WA;Adapted Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WA;Dance Team, High Kick;;;;;;;;0;0;0;0;0;0;0;0;0;0
WA;Flag Football;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WA;Mixed 6-Coed Volleyball;;;;;;;;0;0;0;0;0;0;0;0;0;0
WA;Snowboarding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WV;Adaptive Corn Toss;;;;;;;;;;;;;;;0;0;0
WV;Football -- 11-Player;2;4;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0
WV;Trap Shooting;;;;;;;;;;;;;;;0;0;0
WV;Wrestling;37;14;3;1;1;0;0;0;0;1;0;3;3;3;0;0;0
WI;Bowling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Decathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WI;Drill Team;;;;;;;;0;0;0;0;0;0;0;0;0;0
WI;Kayaking;;;;;;;;0;0;0;0;0;0;0;0;0;0
WI;Surfing;;;;;;;;0;0;0;0;0;0;0;0;0;0
WY;Baseball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Ice Hockey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Snowboarding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WY;Synchronized Swimming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;
DE;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
FL;Competitive Spirit Squad;0;0;0;0;0;4310;5522;5226;5645;6016;4915;5584;5589;5386;5583;5310;
HI;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
MA;Competitive Spirit Squad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NE;Competitive Spirit Squad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NE;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
NJ;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
NM;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
NC;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
OH;DANCE;;;;;;;;0;0;0;0;0;2006;2006;2006;2006;
OK;DANCE;;;;;;;;0;0;0;0;0;0;0;0;0;
OR;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
SD;Pentathlon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TN;sailing;;;;;;;;0;0;0;0;0;0;0;0;0;
TX;Competitive Spirit Squad;23413;0;0;0;0;0;0;0;0;0;0;0;0;0;25000;28381;
VA;Competitive Spirit Squad;9578;9999;10258;10470;10897;11355;4734;4698;4784;5074;4956;5007;4814;4515;4484;4297;
WV;RUGBY;;;;;;;;0;0;0;0;0;0;0;0;0;
AZ;None;;;;;;;;0;0;0;0;0;0;0;;;
NJ;None;;;;;;;;0;0;0;0;0;0;0;;;
